,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22
Guinea-Bissau,1653.678039625108,1750.5187549930147,1846.1947009842538,1940.1044528341545,2031.7195161954262,2120.4916294359887,2205.644567851852,2286.602503713593,2362.8542609488195,2434.5364417935034,2501.920823965002,2565.138824214575,2624.2914886806234,2679.6591862284645,2731.578201975318,2780.372801583492,2826.158274337662,2869.06005707925,2909.2877337199952,2946.8932748920565,2983.399652120808,3019.906029349559,3056.4124065783103,3092.918783807061,3129.4251610358124,3165.9315382645636,3202.4379154933144,3238.9442927220657,3275.450669950817,3311.9570471795682,3348.463424408319,3384.9698016370703,3421.4761788658216,3457.9825560945724,3494.4889333233236,3530.9953105520744,3567.501687780826,3604.0080650095765,3640.5144422383282,3677.020819467079,3713.5271966958303,3750.033573924581,3786.539951153333,3823.0463283820836,3859.552705610835,3896.0590828395857,3932.5654600683374,3969.0718372970878,4005.5782145258395,4042.0845917545903,4078.590968983342,4115.097346212093,4151.603723440844,4188.110100669594,4224.616477898347,4261.122855127097,4297.629232355848,4334.1356095845995,4370.641986813351,4407.148364042101,4443.654741270853,4480.161118499604,4516.667495728356,4553.173872957106,4589.680250185857,4626.186627414609,4662.69300464336,4699.19938187211,4735.705759100862,4772.212136329613,4808.718513558364,4845.363472577658,4882.239638587858,4919.403655847529,4956.923667847128,4994.882337597992,5033.380440952433,5072.510828393405,5112.365836884061,5153.04545805805,5194.656884385265,5237.3132590198675,5281.131296022001,5326.233837647019,5372.751636500041,5420.823794858547,5470.614749005299,5522.328555729151,5576.173486866647,5632.368960088832
Guyana,257.77060984515344,307.1475827529506,357.1154797095834,407.6603882651684,458.7697907513866,510.4328243825046,562.6411796574613,615.3884635137453,668.6698341835852,722.4820090789976,776.8232817115328,831.693521471758,887.0940913801711,943.0278183098883,999.4990029369056,1056.5134371045444,1114.078429134283,1172.2028382539854,1230.8971271588698,1290.170772616193,1350.0310624843848,1410.4899256165527,1471.5608876479068,1533.2589352506063,1595.5987973272938,1658.5954195733432,1722.2670778829067,1786.636363544824,1851.7311780854598,1917.5824720355695,1984.2237390856317,2051.693041262263,2120.0336311814617,2189.29441587919,2259.5302014462845,2330.8025165225795,2403.1808721100115,2476.743970225736,2551.581127319757,2627.801995250781,2705.5322934154055,2784.9103126954988,2866.094669982059,2949.271770712526,3034.664534432483,3122.538335482713,3213.2104358642696,3307.0432529038508,3404.4886470550077,3505.636449914468,3610.346809584001,3718.805047902749,3830.2031979232192,3944.1174324328485,4060.4350726192965,4179.045462421783,4299.80822703029,4422.5233325893005,4547.054466487329,4673.288457938376,4801.1308045023725,4930.484697472206,5061.286422116418,5193.453247872862,5326.894823236263,5461.481170649573,5597.061915731306,5733.47413822188,5870.524453820453,6007.797255561636,6144.852489946408,6281.295723717218,6416.492183641743,6549.681400125448,6679.972081926191,6806.302032312489,6927.951974072118,7043.8824784246335,7152.920928260732,7254.080266181578,7346.611390256945,7430.120166956127,7505.438791731187,7574.970628892168,7642.070214038069,7708.271060762593,7774.366964315974,7840.539472410078,7906.68516226038,7972.6363195398335
Haiti,6151.252808897249,6883.859093853753,7626.488284530932,8378.940712844429,9141.006809694314,9912.615719994543,10693.677570492073,11484.130445664032,12283.944223083861,13093.069842825895,13911.493045837922,14739.248561912698,15576.422191805108,16423.167433118582,17279.64220771324,18146.040844067895,19022.60173609143,19909.60916763681,20807.39408347187,21716.33007307369,22636.8426277644,23569.414982102055,24514.593871185618,25473.001092384166,26445.337170902094,27432.380393384952,28435.014606935896,29454.25137851474,30491.25308542421,31547.351420526204,32624.06612463927,33723.14883767917,34846.62928573148,35996.738132767205,37176.09339428881,38387.81493142516,39635.597130010145,40917.4922672053,42232.10854690029,43579.72087838652,44950.60630426891,46341.06570457079,47749.288602268665,49173.70762511347,50612.589410041735,52063.84947845879,53525.816310389964,54997.431298682415,56477.30954566757,57964.4571354474,59458.56603700946,60958.42836176077,62462.58378322497,63969.2713725692,65476.05512018341,66978.6729008044,68474.33927751913,69959.78125540796,71429.91885214335,72879.91080406179,74304.39964782813,75697.73041780708,77053.90929003544,78367.51191168866,79632.69676359114,80844.55965800749,81998.97528376347,83092.86532521827,84124.9120099072,85086.03154123676,85971.17978753957,86798.12990204435,87572.23712570404,88292.89243781962,88969.65994376835,89626.6270770796,90268.46499597288,90897.31928682419,91515.70520611151,92125.33997329291,92727.57829745612,93323.32247501164,93913.31370598152,94498.19555160124,95078.41253123694,95654.16276959072,96225.78852404939,96793.58152825203,97357.77777186866,97918.5826205076
Honduras,16035.940804818303,17538.92783407066,19077.63722617927,20648.788987981174,22250.490047306732,23881.31608988531,25539.96491390371,27226.252504087835,28939.225739763213,30678.29230235502,32443.07723756861,34232.98354709042,36047.62135485913,37886.48352067262,39749.33723837349,41636.049149255676,43546.40551334406,45480.24429412549,47437.43312040261,49417.91762512767,51421.66984335417,53448.54296305647,55499.09805851192,57573.27247146466,59670.992552406424,61792.2970855471,63937.47349617659,66107.04633895286,68301.34700627785,70520.77033302546,72765.8212635977,75037.11391661852,77335.33481303309,79661.19810571404,82015.49920596529,84399.12381536927,86813.04422382965,89258.31535156141,91736.07799321196,94247.57252445715,96794.14455304634,99377.24918870792,101998.45704838085,104658.00950333981,107356.63736646167,110095.03161470822,112873.53162055211,115692.01269459257,118549.88226733505,121446.68149546618,124380.1306817813,127346.75914469904,130341.48124469863,133357.31516316743,136384.97402140574,139412.20130881117,142424.22543692167,145406.35891800546,148342.91778105876,151233.18642767626,154077.68298090747,156886.9475693565,159662.45273756914,162400.07018353007,165105.74049141325,167786.31796022534,170443.57548320267,173077.0810252825,175685.72589800018,178269.96714853166,180830.38896651415,183366.9874749747,185879.43026226934,188367.39701680682,190830.75651258448,193269.34259808715,195682.8889130758,198071.0969665636,200433.68810801205,202770.40404749135,205080.98205274288,207365.83900673976,209624.9968428041,211858.3002190946,214066.0092960144,216248.51725895522,218406.19645179342,220539.8152297591,222649.9703229077,224737.12112146674
Hungary,4541.319369058025,4958.902562912119,5364.948114238508,5757.882607780624,6136.306142808933,6498.5584848838225,6842.73864817294,7167.545678897108,7471.867929324576,7755.85296343166,8021.107903495518,8268.69309704722,8500.267881663993,8716.748265670341,8918.163416458436,9104.925674333675,9288.979240753013,9473.032807172349,9657.086373591685,9841.13994001102,10025.193506430358,10209.247072849694,10393.30063926903,10577.354205688367,10761.407772107703,10945.461338527039,11129.514904946374,11313.568471365712,11497.622037785048,11681.675604204383,11865.729170623721,12049.782737043057,12233.836303462393,12417.889869881728,12601.943436301066,12785.997002720402,12970.050569139737,13154.104135559073,13338.15770197841,13522.211268397747,13706.264834817082,13890.31840123642,14074.371967655756,14258.425534075091,14442.479100494427,14626.532666913765,14810.5862333331,14994.639799752436,15178.693366171774,15362.74693259111,15546.800499010445,15730.854065429781,15914.907631849119,16098.961198268455,16283.01476468779,16467.068331107126,16651.121897526464,16835.1754639458,17019.229030365135,17203.282596784473,17387.336163203807,17571.389729623144,17755.443296042482,17939.496862461816,18123.550428881153,18307.60399530049,18491.657561719825,18675.711128139163,18859.7646945585,19043.818260977834,19227.87182739717,19411.92539381651,19595.978960235843,19780.03252665518,19964.086093074515,20148.139659493856,20332.19322591319,20516.246792332528,20700.30035875186,20884.3539251712,21068.407491590533,21252.46105800987,21436.51462442921,21620.568190848546,21804.62175726788,21988.675323687217,22172.72889010655,22356.78245652589,22540.836022945223,22724.889589364564
Iceland,1847.632257030644,1871.7524249589794,1896.3497261464272,1921.4223750631343,1946.9751694333484,1973.0165138989887,1999.5526332668899,2026.5926746880048,2054.1474892586416,2082.229038339093,2110.85277835993,2140.0389722368445,2169.813405400033,2200.2063352270256,2231.2491563169024,2262.9815393531335,2295.4499567090133,2328.708765920524,2362.8218062756864,2397.864154789665,2433.9254585669455,2470.9276565271266,2508.8154116458095,2547.6052794077127,2587.3200697249213,2627.979266460224,2669.5913042670554,2712.175324557076,2755.7627583780372,2800.3880600424786,2846.095469282998,2892.9326254515377,2940.7911261558293,2989.501759677513,3039.0111929575405,3089.2693828790193,3140.228416947194,3191.836599967895,3244.048095399951,3296.8238422556046,3350.128099034526,3403.936966042401,3458.225856264691,3512.9674087738945,3568.137417244273,3623.7153290086176,3679.6841605614727,3736.0273452592505,3792.728662953054,3849.773509993947,3907.148768662874,3964.842440280802,4022.843183269437,4081.1403567356047,4139.724132914507,4198.585391575067,4257.715603965759,4317.106753249485,4376.751317208722,4436.642244705073,4496.772907977591,4557.137061789714,4617.72881351923,4678.542600687971,4739.573167709753,4800.815542119195,4862.265014029597,4923.917118479732,4985.767619509073,5047.812495120378,5110.047923342271,5172.470269674891,5235.076075677297,5297.862048447256,5360.82505087551,5423.9620926611815,5487.270322048212,5550.747018191769,5614.389584082298,5678.195539980485,5742.162517326521,5806.288253083805,5870.570584476387,5935.007444086301,5999.596855282379,6064.336927954668,6129.225854530004,6194.261906246339,6259.443429665983,6324.76884340989
India,584436.3670209951,698629.8139924612,815787.0670899787,936031.0066775742,1059491.2735337806,1186338.6462922064,1316776.8576426352,1451045.058116632,1589424.4000725553,1732245.1389267698,1879901.2876723881,2032861.5285182556,2191685.9751225323,2357049.445970521,2528590.48394857,2705795.243329881,2887493.9137823093,3073496.512890043,3263529.233932529,3457240.2709115692,3654326.868852095,3854556.999452758,4057737.412428426,4263674.720691509,4472189.734893473,4683131.322103921,4896374.75305097,5111825.668598972,5329367.765756373,5548895.730507234,5770319.941218102,5993562.402708064,6218553.845389076,6445224.346216359,6673510.486362948,6903355.234792851,7134706.438139302,7367515.688667204,7601737.369980932,7837329.416266368,8074252.9604690075,8312471.859501393,8551952.380038796,8792663.004597157,9034574.371997403,9277659.086533273,9521891.539300326,9767247.774145333,10013705.37931118,10261243.392217575,10509842.19747166,10759483.436311131,11010149.928903613,11261825.604590848,11514495.437611375,11768145.387072083,12022762.342856364,12278334.076857058,12534849.198418062,12792297.11347061,13050667.987118691,13309952.709586166,13570142.865179822,13831230.703938106,14093209.115755111,14356071.606811685,14619812.278156433,14884425.806267526,15149907.42544922,15416252.911944175,15683458.569655579,15951521.217381783,16220438.177474478,16490207.265843045,16760826.783237848,17032295.507752877,17304612.68849514,17577778.040374957,17851791.73997791,18126654.422485318,18402367.179615274,18678931.558561753,18956349.561913956,19234623.648542903,19513756.735446837,19793752.200551253,20074613.886463616,20356346.10518706,20638953.643801402,20922441.771124005
Indonesia,64836.191295297736,80850.48368235222,97041.1694070579,113393.75458750354,129897.94239696085,146544.82437695135,163326.3883025727,180234.74625745372,197263.11187906162,214406.62723172118,231662.45621426162,249030.64514833034,266509.80484915874,284098.15284454747,301794.338800009,319597.4106832557,337506.7261241429,355521.68657776894,373641.4514214473,391865.2568754292,410192.8172544253,428624.3493457961,447160.95486364583,465803.58290350146,484553.33176189073,503410.92863763584,522376.1588633335,541450.1832146735,560634.3171114539,579929.9764452322,599338.6713867192,618862.0553083675,638502.1128864808,658261.1662743908,678141.5586893767,698145.8443912334,718276.9198904106,738538.0644135156,758933.000037607,779465.6889955202,800140.4657613666,820962.0933204073,841935.7994629145,863067.3084579185,884362.8602340684,905829.2805730079,927474.0449916925,949305.3475393777,971332.1791069946,993564.418427986,1016012.9423946857,1038689.7520096314,1061608.11884316,1084782.4812387517,1108227.0351590072,1131958.820314722,1155996.9111059746,1180362.6634491414,1205080.1998775157,1230176.845506048,1255682.9556362794,1281629.3177239543,1308053.7582628494,1334999.517514694,1362516.67309108,1390663.365171638,1419507.4947567026,1449129.4068216735,1479626.0424634248,1511051.2050747883,1543318.5815755203,1576447.3153254013,1610458.7626228721,1645375.8159730118,1680922.4653676138,1716896.8983912936,1753189.786477028,1789678.911095372,1826213.2092876134,1862491.1688559311,1898303.9595097075,1933493.4163673213,1967868.676431177,2001232.2968561326,2033350.7216982637,2064038.3450180532,2093108.8887935565,2120387.402261758,2145742.898340887,2169069.4967384003
Iran,214076.746610193,215652.49322038604,217228.23983057906,218803.9864407721,220379.73305096512,221955.47966115817,223531.22627135116,225106.9728815442,226682.71949173723,228258.46610193027,229834.2127121233,231409.95932231634,232985.70593250933,234561.45254270238,236137.1991528954,237712.94576308844,239288.69237328146,240864.4389834745,242440.1855936675,244015.93220386055,245591.67881405356,247167.4254242466,248743.17203443963,250318.91864463268,251894.66525482567,253470.41186501872,255046.15847521173,256621.90508540478,258197.6516955978,259773.39830579085,261349.14491598384,262924.8915261769,264500.6381363699,266076.3847465629,267652.13135675597,269227.877966949,270803.624577142,272379.37118733505,273955.11779752804,275530.8644077211,277106.61101791414,278682.3576281072,280258.1042383002,281833.8508484932,283409.5974586862,284985.34406887926,286561.0906790723,288136.83728926536,289712.58389945835,291288.3305096514,292864.0771198444,294439.82373003743,296015.5703402305,297591.31695042347,299167.0635606165,300742.81017080956,302318.55678100255,303894.3033911956,305470.05000138865,307045.7966115817,308621.5432217747,310197.2898319677,311773.0364421607,313348.78305235377,314924.5296625468,316500.2762727398,318076.02288293286,319651.7694931259,321227.5161033189,322803.26271351194,324379.009323705,325954.75593389804,327530.502544091,329106.249154284,330681.99576447706,332257.7423746701,333833.48898486316,335409.23559505615,336984.9822052492,338560.72881544224,340136.47542563523,341712.2220358283,343287.9686460213,344863.7152562144,346439.4618664074,348015.20847660035,349590.9550867934,351166.70169698645,352742.44830717944,354318.1949173725
Iraq,39364.28011232868,41998.56534344763,44601.1578215873,47168.393370419966,49696.46648371791,52181.263130305044,54618.553632756986,57004.01277713526,59333.256810723455,61601.79369075287,63805.153151366976,65940.5421374709,68004.0249474641,69992.47803725782,71904.0929791691,73737.85847349276,75493.46505508966,77170.71793011935,78767.84764179474,80286.20373605381,81726.37915487439,83085.79622130988,84365.21964413376,85567.26428659665,86689.32712680346,87731.73885584404,88695.66527353802,89581.02415807756,90387.26152368604,91134.32869610553,91881.39586852498,92628.46304094445,93375.53021336392,94122.59738578339,94869.66455820284,95616.73173062233,96363.79890304178,97110.86607546126,97857.93324788072,98605.0004203002,99352.06759271966,100099.13476513913,100846.2019375586,101593.26910997806,102340.33628239752,103087.403454817,103834.47062723646,104581.53779965594,105328.6049720754,106075.67214449486,106822.73931691433,107569.8064893338,108316.87366175326,109063.94083417274,109811.0080065922,110558.07517901168,111305.14235143113,112052.20952385062,112799.27669627007,113546.34386868954,114293.41104110901,115040.47821352848,115787.54538594793,116534.6125583674,117281.67973078685,118028.74690320631,118775.81407562578,119522.88124804523,120269.94842046469,121017.01559288414,121764.08276530361,122511.14993772306,123258.21711014252,124005.28428256199,124752.35145498144,125499.4186274009,126246.48579982035,126993.55297223982,127740.62014465927,128487.68731707873,129234.7544894982,129981.82166191765,130728.8888343371,131475.95600675658,132223.02317917603,132970.09035159549,133717.15752401494,134464.2246964344,135211.29186885385,135958.35904127333
